num,title,subtitle,level,reps_label,reps,works,benefits,imagery,placement,movement,breath,tips,caution,thumb1,thumb2,thumb3,thumb4,thumb5,thumb6,qr_code
104,Double Leg Lift ,,3,REPS,10,"Works: abdominals, hip flexors, quadriceps "," Benefits: builds core and leg strength, supports pelvic stability, and improves circulation during menopause","Imagine energy streaming through your legs, flowing all the way from your core to your toes as you lower and lift.","Lie in neutral spine, core engaged

Hands press into the wall about 6 inches up, elbows softly bent

Legs are straight and glued together, lifted to 90 degrees","From your starting position, lower both legs down together, keeping them glued and controlled.

Maintain a neutral pelvis throughout.

Bring the legs back up to 90 degrees, keeping the motion smooth and steady.","
Inhale as you take your legs down.

Exhale to bring them up.
Remember when we talked about breath in motion? This is a perfect time to apply that concept—let your breath guide and flow with your .","Engage your core to maintain a neutral spine—neither arching nor flattening. Move your legs with steady control, focusing on deep abdominal engagement for support.","Caution: Avoid overarching the lower back or straining the neck; maintain a gently lengthened lower back when curled, and keep the intentional.",,,,,,,
105,Heel Raises 5  |  Left,,3,REPS,10,"Works: calves, ankles, core stabilizers

","
Benefits: strengthens lower legs, improves balance and circulation
","Imagine your body as a long arrow shifting forward and back, steady and precise, guided by your core.","In a plank position with a neutral spine

Elbows directly under your shoulders

Forearms pressing into the ground

Feet firmly against the wall","
From your plank position, press through your toes to shift your body forward over your hands.

Lift your heels away from the wall, then press them back to touch the wall again.

Continue shifting forward and back in a smooth, controlled rhythm.","
Exhale to shift your weight forward, feeling your core engage and stabilize.

Inhale to bring your heels back to the wall.
Focus on a strong, controlled exhale — it powers the and deepens your core connection."," As the heels lift and lower, maintain a steady plank and stay present in the , letting strength build from the inside out. Think of lengthening your body.",Caution:Avoid dropping the hips or shifting your weight back. Keep the shoulders stable and away from your ears as you lift and lower the heels.,,,,,,,
106,Leg Curls 3 |  Right,,3,REPS,10,"Works: chest, shoulders, triceps, core","
Benefits: strengthens the back body, improves stability, supports alignment","“Imagine your heel sliding in like a zipper closing, smooth and controlled.”","
Forearms on the wall, elbows under shoulders

Legs extended straight behind you with heels down

Body in one long line, maintaining a neutral spine","
Draw your heel toward your glute, then extend back with control.","

Inhale to prepare

Exhale as you draw your heel toward your glute

Inhale to lower with control",Press the forearms firmly into the floor and keep your body long as you curl. Stay lifted through the core so the hips don’t sag or pike. , Caution: Avoid letting the hips sag or twist as you curl the heel toward your hip. Keep the shoulders stable and the core engaged .sothmovementstayscontrolled and supported.,,,,,,,
107,combo 22,,,,,,,,,,,,,,,,,,,
108,Heel Raises 5  |  Left,,3,REPS,10,"Works: calves, ankles, core stabilizers

","
Benefits: strengthens lower legs, improves balance and circulation
","Imagine your body as a long arrow shifting forward and back, steady and precise, guided by your core.","In a plank position with a neutral spine

Elbows directly under your shoulders

Forearms pressing into the ground

Feet firmly against the wall","
From your plank position, press through your toes to shift your body forward over your hands.

Lift your heels away from the wall, then press them back to touch the wall again.

Continue shifting forward and back in a smooth, controlled rhythm.","
Exhale to shift your weight forward, feeling your core engage and stabilize.

Inhale to bring your heels back to the wall.
Focus on a strong, controlled exhale — it powers the and deepens your core connection."," As the heels lift and lower, maintain a steady plank and stay present in the , letting strength build from the inside out. Think of lengthening your body.",Caution:Avoid dropping the hips or shifting your weight back. Keep the shoulders stable and away from your ears as you lift and lower the heels.,,,,,,,
109,Leg Curls 3 |  Right,,"2,3",REPS,10,"Works: hamstrings, glutes, core
","
Benefits: strengthens the back body, improves stability, supports alignment","“Imagine your heel sliding in like a zipper closing, smooth and controlled.”","Forearms on the wall, elbows under shoulders

Legs extended straight behind you with heels down

Body in one long line, maintaining a neutral spine","
Draw your heel toward your glute, then extend back with control.",,Press the forearms firmly into the floor and keep your body long as you curl. Stay lifted through the core so the hips don’t sag or pike. , Caution: Avoid letting the hips sag or twist as you curl the heel toward your hip. Keep the shoulders stable and the core engaged .sothmovementstayscontrolled and supported.,,,,,,,
110,Lunge 3|  Left,,3,REPS,10,"Works:
glutes, quads, core.",".Benefits:

Opens the front of the body for posture and balance

Builds strength and control through the legs and core","This is your power move — feel strong, open, and unstoppable.”","Stand facing away from the wall.
Place one foot on the wall, knee bent at 90 degrees.
Front leg is grounded with knee stacked over ankle.
Arms reach straight overhead, shoulders down and active.

Keep hips and shoulders squared forward, spine tall.

fff
lll","
Bend your front knee to lower into a lunge, keeping hips squared.
Press through your front heel to straighten and return to start, staying tall through your spine.



fg]sfpgs[fpsg

d
f
ddlfl;dk",": Inhale as you bend the knee and lower, exhale as you press through the foot and lift back up.",Activate your core and lengthen through the spine as your arms reach overhead. Move slowly and with intention through the lunge.,Avoid leaning your torso forward or gripping in the lower back as you bend the knee. Keep energy through the arms and maintain stability in the standing leg.,,,,,,,
111,combo 23,,,,,,,,,,,,,,,,,,,
112,Spine Twist 3 |  Left,,3,REPS,10,"Works: obliques, spinal rotators, hip flexors
","
Benefits: improves spinal mobility, builds core control, enhances posture",,"Sit tall with your spine long and core engaged.

Press your feet firmly against the wall, legs together.

Extend your arms out to the sides in a strong “T” position, palms forward.","From a neutral standing position with arms out to the sides, lift one leg slightly off the floor. Rotate your torso toward that lifted leg, then return to center before repeating on the opposite side, alternating sides.",,  Sit tall and lengthen through your spine before twisting. Keep the lifted leg active and initiate the twist from your waist and obliques. It’s okay if bend the knee to keep a straight spine.,"Caution:Avoid twisting from the hips or collapsing your spine. Keep your back tall, shoulders relaxed, and move the twist from your waist.",,,,,,,
113,Curl up 3 |,,3,REPS,10,"Works: upper abdominals, hip flexors, deep core stabilize","

Benefits: tones the waistline, supports posture, improves core control","Imagine your fingertips stretching toward a warm light just ahead, drawing your energy forward and up.","Hips very close to the wall

Legs extended up the wall together in parallel

Neutral spine

Arms by your sides, palms down for support","
Reach your arms forward as you curl your head, neck, and shoulders off.

Keep your gaze toward your knees and your ribs drawing in.","
Inhale to prepare

Exhale to roll yourself up

Inhale at the top

Exhale to roll down","“Hello?”
00:00

Hello! Let’s dive right in—what can I help you accomplish today?


“So this spreadsheet that I'm working on, I'd like to email it. I don't know how to do that.”
00:05

To email your spreadsheet, you typically have a couple of options depending on the format and platform. If it’s in Excel, you can save it as a file (like .xlsx or .csv) and attach it to an email via your email client (Outlook, Gmail, etc.). If you're using something like Google Sheets, you can directly share it via email within Google Sheets or download it and then attach it. Let me know which platform you’re using, and I can give you a precise step-by-step.


“I think it's Excel.”
00:01

In Excel, the process is pretty direct. You can go to File, then Share, and choose to send it as an attachment. This will open your default email client with the spreadsheet attached. Alternatively, you can save the


“Oh, share is over here. Okay, share.”
00:02

Exactly. Once you click ""Share"" and select ""Email"" or ""Send as Attachment,"" you’ll typically get options like sending as a workbook or PDF. The file will be attached automatically, so you just fill in the recipient and send!



Tip:
Maintain a strong posterior pelvic tilt as the legs lower, keeping the abdominals deeply engaged to prevent the lower back from lifting or gripping.","That sounds good, but let's tighten it slightly for clarity. You could say: Inhale to lift the leg, exhale as you rotate to the side, and inhale as you return to center.",,,,,,,
114,combo 24,,,,,,,,,,,,,,,,,,,
115,a note from the heart,,,,,,,,,,,,,,,,,,,
116,Cat  |  Left,,marm up,REPS,3,"Spine, core, shoulders",ncreases spinal flexibility and wakes up your spine — ,"Imagine a cat warming in the morning sun, gently round your spine, then lengthDraw your abdominals in to tilt the pelvis, rounding your spine from your tail to your head, then return to a long, neutral spine.en again with quiet, graceful control.”",,,"lBreath
Inhale to prepare.

Exhale slowly and completely as you round your back, letting the long, steady breath help deepen the curve.

Inhale to return to a neutral spine.","lp Initiate the from your abdominals, pulling upward to move the pelvis. Exhale as you round. Start small, gradually increasing your range of motion.","l Initiate the from your abdominals, pulling upward to move the pelvis. Exhale as you round. Start small, gradually increasing your range of motion.",,,,,,,
117,Thread the needle,,warm up,REPS,5,"Upper back, shoulders, obliques.","iImproves thoracic mobility, releases shoulder tension, and gently opens the upper back.","Like sliding your arm under a low table, threading through as your spine softly rotates and your shoulder melts into the floor."," On all fours with hands under shoulders and knees under hips, maintaining a neutral spine. Keep your gaze down to lengthen the back of your neck.","
From all fours, reach one arm underneath your body between the opposite hand and knee.

Allow your upper back to rotate as you bend the supporting elbow, lowering your shoulder and the side of your head toward the mat.

Press through your supporting hand to unwind and return to all fours.","
From all fours, reach one arm underneath your body between the opposite hand and knee.

Allow your upper back to rotate as you bend the supporting elbow, lowering your shoulder and the side of your head toward the mat.

Press through your supporting hand to unwind and return to all fours.","
From all fours, reach one arm underneath your body between the opposite hand and knee.

Allow your upper back to rotate as you bend the supporting elbow, lowering your shoulder and the side of your head toward the mat.

Press through your supporting hand to unwind and return to all fours.","
From all fours, reach one arm underneath your body between the opposite hand and knee.

Allow your upper back to rotate as you bend the supporting elbow, lowering your shoulder and the side of your head toward the mat.

Press through your supporting hand to unwind and return to all fours.",,,,,,,
118,Heels to hips,,warm up,REPS,5,"glutes, hip flexors, lower back","glutes, hip flexors, lower back","“Visualize your hips drifting back through warm sand, making  the smooth out any tension along your spine.”","Hands directly under shoulders, knees under hips
Spine stays long and neutral, with abdominals engaged

Gaze down toward the mat to keep the neck in line with the spine



","glide your hips back toward your heels, then return to the starting position with control"," Inhale to prepare, exhale with a nice, full release as you round your hips back toward your heels, and take a big, expansive inhale to return to your starting position—feel your breath in motion."," Hold your rounded cat shape as you send the hips toward the heels, gradually increasing the curve through the lower spine","Caution:If you feel pressure or pain in the knees, reduce the range of motion or place extra padding under them for support.",,,,,,,
119,roll down,,warm up,,,,,"Imagine your spine melting forward like warm candle wax, soft and fluid.",Back rounded and lengthened; hips to heels; arms reaching forward.,MovementBring your chin toward your chest and begin to peel down the wall one vertebra at a time.,Inhale as you roll down.Exhale as you roll up.,Keep your sacrum and lowest part of your back anchored into the wall as you roll down to deepen the stretch.,"Avoid pulling or forcing the stretch. Keep kneessoft, maintain control. And stop if you feel strain in your lower back or neck.",,,,,,,
120,Angel Wings,,warm up,,,"Shoulders, upper back, chest","Opens the chest, improves shoulder mobilty, encou",,"Stand facing away from the wall with your head, ribcage, and sacrum resting lightly against it.
Keep your feet about a foot away from the wall for comfort and to maintain a neutral spine.
Bend your elbows to 90 degrees from your shoulders with palms facing forward.","Start with elbows bent at 90 degrees, palms facing forward.
Lift your arms overhead until they’re straight and by your ears.
Lower them back down to the starting position.",inhale as you bring your arms upto straighten them. Exhale as you lower them back down., Keep your spine tall and ribcage grounded as your arms slide up and down the wall. Feel your shoulders open and your posture expand.,Cautain:Avoid flaring the ribcage as your arms lift. Maintain a neutral spine and stop if your shoulders or neck begin to strain.,,,,,,,
121,Shoulder circles,,warm up,,5 each,"Shouldess, upper back, shoulder stabilizers", eases tension and improves shoulder mobility.,,,,,,,,,,,,,
